Site,Li,Сутки,Неделя,Месяц,Доступ
sexishoping.ru,No,0,0,0,
sexjurnalik.ru,Yes,0,5,27,
sexoflove.ru,No,0,0,0,
sexorgiy.ru,Yes,4,6,19,
sexship.ru,No,0,0,0,
sexy69.ru,No,0,0,0,
sexylight.ru,No,0,0,0,
sexzvuki.ru,No,0,0,0,
sezonru.ru,No,0,0,0,
sfeneproidet.ru,No,0,0,0,
sfr-n.ru,No,0,0,0,
sg-surgut.ru,No,0,0,0,
sgc-2.ru,No,0,0,0,
sgc-3.ru,No,0,0,0,
sgc-5.ru,No,0,0,0,
sgc-6.ru,No,0,0,0,
sgc-7.ru,No,0,0,0,
sgc3.ru,No,0,0,0,
sgc4.ru,No,0,0,0,
sgc5.ru,No,0,0,0,
sgc6.ru,No,0,0,0,
sgc7.ru,No,0,0,0,
sglplay.ru,No,0,0,0,
sgsystem.ru,No,0,0,0,
sgub.ru,No,0,0,0,
sh1pwr3ck.ru,No,0,0,0,
shahburger.ru,No,0,0,0,
shaiyainferus.ru,No,0,0,0,
shale63.ru,No,0,0,0,
shanstv.ru,No,0,0,0,
shapedauthor.ru,No,0,0,0,
sharball.ru,No,0,0,0,
sharik-krasnodar.ru,No,0,0,0,
sharikprint.ru,No,0,0,0,
sharm55.ru,No,0,0,0,
sharppe.ru,No,0,0,0,
shaurnet.ru,No,0,0,0,
shavushke.ru,No,0,0,0,
shefruneta.ru,No,0,0,0,
shelf-pro.ru,No,0,0,0,
sherlockbar.ru,No,0,0,0,
shevchenko88.ru,No,0,0,0,
shiborshi.ru,Yes,5,4,55,
shields-craft.ru,No,0,0,0,
shiftless.ru,No,0,0,0,
shilha.ru,No,0,0,0,
shinovichok.ru,No,0,0,0,
shiragy.ru,Yes,0,0,5,
shishlovskiy.ru,No,0,0,0,
shitless.ru,No,0,0,0,
shkafchikspb.ru,No,0,0,0,
shkolokos.ru,No,0,0,0,
shoesguard.ru,No,0,0,0,
shop-cto.ru,No,0,0,0,
shop-party.ru,No,0,0,0,
shop-site-member.ru,No,0,0,0,
shop-watch2.ru,No,0,0,0,
shopando.ru,No,0,0,0,
shopbrute.ru,No,0,0,0,
shopgosurf.ru,No,0,0,0,
shopkreslo.ru,No,0,0,0,
shoplamps.ru,No,0,0,0,
shopmalekbaby.ru,Yes,0,9,17,
shopokup.ru,No,0,0,0,
shoppinginsta.ru,No,0,0,0,
shopsplaza.ru,No,0,0,0,
shoptelefons.ru,No,0,0,0,
shorexcapital.ru,No,0,0,0,
shortlong.ru,No,0,0,0,
shotgunshop.ru,No,0,0,0,
shotted.ru,No,0,0,0,
shou-room.ru,Yes,5,24,141,
shouen.ru,Hide,0,0,0,
show4.ru,No,0,0,0,
showtesla.ru,No,0,0,0,
shtory-svoimi-rukami.ru,No,0,0,0,
shuba-obninsk.ru,Yes,0,4,26,
shubbing-shop.ru,No,0,0,0,
shungit-spa.ru,No,0,0,0,
shurigi.ru,No,0,0,0,
shurugiy.ru,No,0,0,0,
shvejnaya-fabrika.ru,Yes,0,14,34,
sib-hiworldscience.ru,No,0,0,0,
sib-tent.ru,No,0,0,0,
sibdomovoy.ru,No,0,0,0,
siberianfish.ru,No,0,0,0,
sibir-partner.ru,No,0,0,0,
sibmebel-omsk.ru,No,0,0,0,
sibse.ru,Yes,0,7,13,
sidephoto.ru,No,0,0,0,
sigway-13.ru,No,0,0,0,
silapamyati.ru,Yes,5,30,57,
silver-king.ru,No,0,0,0,
simonscats.ru,No,0,0,0,
sinhros.ru,No,0,0,0,
sinsys.ru,No,0,0,0,
sipstroyka.ru,No,0,0,0,
sisleys.ru,No,0,0,0,
site-gost.ru,No,0,0,0,
sitebitrix.ru,No,0,0,0,
siteman-cms.ru,No,0,0,0,
sitemirrors.ru,No,0,0,0,
sites-tracker.ru,No,0,0,0,
sitesex.ru,No,0,0,0,
sitesstore.ru,No,0,0,0,
siti-torg.ru,No,0,0,0,
sitovariantov.ru,No,0,0,0,
sivar34.ru,Yes,1,4,14,
sivma-photo.ru,No,0,0,0,
sixhill.ru,No,0,0,0,
sk-domostroi53.ru,No,0,0,0,
sk-ineko.ru,No,0,0,0,
sk-isstroy.ru,No,0,0,0,
sk-komfortstroi.ru,No,0,0,0,
skc-spb.ru,No,0,0,0,
skekspert.ru,Yes,0,3,7,
sketch-studio.ru,Yes,2,5,7,
skfer.ru,No,0,0,0,
skidka-best.ru,No,0,0,0,
skillwom.ru,No,0,0,0,
skin-cancer.ru,No,0,0,0,
skin-melanoma.ru,No,0,0,0,
skinmelanoma.ru,No,0,0,0,
skirlcock.ru,No,0,0,0,
skiz-etalon.ru,No,0,0,0,
skm-d.ru,No,0,0,0,
skmei-shop.ru,No,0,0,0,
skoda-gift.ru,No,0,0,0,
skrepkadesign.ru,No,0,0,0,
skrining.ru,Yes,4,15,35,
sktekton.ru,No,0,0,0,
skupka-bitih-auto.ru,No,0,0,0,
skupka-podolsk.ru,No,0,0,0,
skyengquiz.ru,No,0,0,0,
skype-lesson.ru,No,0,0,0,
skypkoff.ru,No,0,0,0,
skywolves.ru,No,0,0,0,
sladkoepryanoe.ru,Yes,16,164,705,
slastigrad.ru,No,0,0,0,
sldst.ru,No,0,0,0,
slepovs.ru,No,0,0,0,
slesar24.ru,No,0,0,0,
sluiter.ru,No,0,0,0,
sm-crm.ru,No,0,0,0,
sm-krasstroy.ru,No,0,0,0,
smalta-shop17.ru,No,0,0,0,
smart-btl.ru,No,0,0,0,
smart-mails.ru,No,0,0,0,
smart-tire.ru,No,0,0,0,
smart-watch52.ru,No,0,0,0,
smartcon-vrn.ru,No,0,0,0,
smartfit-shop.ru,No,0,0,0,
smartforexpro.ru,No,0,0,0,
smartmilon.ru,No,0,0,0,
smartphone-classic.ru,No,0,0,0,
smartphone-goda.ru,No,0,0,0,
smartphone-online.ru,No,0,0,0,
smartwatch-g.ru,No,0,0,0,
smartwatch72.ru,No,0,0,0,
smaximus1111rm.ru,Yes,2,7,23,
smbonline.ru,No,0,0,0,
smeland.ru,Yes,1,1,8,
smetanagds.ru,No,0,0,0,
smishow.ru,No,0,0,0,
smk-nozto.ru,No,0,0,0,
smm-68.ru,No,0,0,0,
smmconcierge.ru,No,0,0,0,
smmcover.ru,No,0,0,0,
smmkin.ru,No,0,0,0,
smo-stroitel.ru,No,0,0,0,
smolcomfort.ru,No,0,0,0,
smolkomfort.ru,No,0,0,0,
smolstat.ru,No,0,0,0,
smsgo.ru,No,0,0,0,
smsptz.ru,No,0,0,0,
snablife.ru,No,0,0,0,
snacklab.ru,No,0,0,0,
snailcare.ru,No,0,0,0,
snailtherapy.ru,No,0,0,0,
sneaker-pro.ru,No,0,0,0,
snegohoder.ru,No,0,0,0,
snegyrka.ru,No,0,0,0,
sngame.ru,No,0,0,0,
snk-system.ru,No,0,0,0,
snovakaknovoe.ru,No,0,0,0,
snowcrane.ru,No,0,0,0,
so-fit.ru,No,0,0,0,
soaiteralfialbize.ru,No,0,0,0,
sobor-2008.ru,No,0,0,0,
sobranie-ys.ru,No,0,0,0,
soccerjerseyteam.ru,No,0,0,0,
socfob.ru,No,0,0,0,
sochi-zvuk.ru,No,0,0,0,
sochidelivery.ru,No,0,0,0,
sochinenie-na-5.ru,No,0,0,0,
socialnik.ru,No,0,0,0,
socity.ru,No,0,0,0,
sofasofa.ru,No,0,0,0,
sofosrf.ru,No,0,0,0,
sofru.ru,No,0,0,0,
soft-block.ru,No,0,0,0,
soft-cs.ru,No,0,0,0,
softoboom.ru,No,0,0,0,
softproportal.ru,No,0,0,0,
sohouse.ru,No,0,0,0,
sokolgold.ru,Yes,645,4949,19549,
solar-technic.ru,No,0,0,0,
soldauto.ru,No,0,0,0,
soldiers-of-russia.ru,Yes,1,11,43,
solidos.ru,No,0,0,0,
solncebriz.ru,Yes,2,11,170,
soloflowers.ru,No,0,0,0,
soloo.ru,No,0,0,0,
soloveika.ru,Yes,0,1,3,
someoneiswrong.ru,No,0,0,0,
somikova.ru,No,0,0,0,
sonar-squid.ru,No,0,0,0,
sonia-89.ru,No,0,0,0,
sony-mobil.ru,No,0,0,0,
sooft.ru,No,0,0,0,
soolkt.ru,No,0,0,0,
sorties.ru,No,0,0,0,
sosnpni.ru,No,0,0,0,
sosusochki.ru,No,0,0,0,
sosusochki1.ru,No,0,0,0,
sosusochki2.ru,No,0,0,0,
sosusochki3.ru,No,0,0,0,
sosusochki4.ru,No,0,0,0,
sosusochki5.ru,No,0,0,0,
sosusochki6.ru,No,0,0,0,
sota-lemon.ru,No,0,0,0,
sotico.ru,No,0,0,0,
sotik-ideal.ru,No,0,0,0,
sotiriadis.ru,No,0,0,0,
soultree.ru,No,0,0,0,
sound-studia.ru,Yes,0,3,13,
sovestbank.ru,No,0,0,0,
sovet-web.ru,No,0,0,0,
sovetnikpresidenta.ru,Yes,0,1,6,
sovetovplaneta.ru,No,0,0,0,
sovetreklama.ru,No,0,0,0,
sovmestnye-pokupki-yaroslavl.ru,No,0,0,0,
soyuzsertifikacii.ru,No,0,0,0,
sozdanie-saitov-kemerovo.ru,No,0,0,0,
sozdanie-saitov-kirov.ru,No,0,0,0,
sozidanie52.ru,No,0,0,0,
sozvezdie75.ru,No,0,0,0,
spa-aquamarine.ru,Yes,0,1,3,
spaaace.ru,No,0,0,0,
spacesci.ru,No,0,0,0,
spacetrafficmix.ru,No,0,0,0,
spaengineering.ru,No,0,0,0,
spalls.ru,No,0,0,0,
spalter.ru,No,0,0,0,
spaluxor.ru,No,0,0,0,
sparvehissup.ru,No,0,0,0,
spasibo-flo.ru,No,0,0,0,
spauda.ru,No,0,0,0,
spb-allmebel.ru,No,0,0,0,
spb-fms.ru,No,0,0,0,
spb-moscow.ru,No,0,0,0,
spb-profacademy.ru,No,0,0,0,
spb-profakademiya.ru,No,0,0,0,
spb-sex-dating.ru,No,0,0,0,
spbevroremont.ru,No,0,0,0,
spbmic.ru,No,0,0,0,
spbscooterclub.ru,No,0,0,0,
spbvega.ru,No,0,0,0,
spcsti.ru,No,0,0,0,
spdi.ru,No,0,0,0,
spec-zapchast.ru,No,0,0,0,
spechtehnika.ru,No,0,0,0,
specialized-store.ru,No,0,0,0,
speciallamps.ru,No,0,0,0,
specmarka.ru,No,0,0,0,
spectransstroy.ru,No,0,0,0,
speednet-msk.ru,No,0,0,0,
speel.ru,No,0,0,0,
speh-dv.ru,No,0,0,0,
spermatia.ru,No,0,0,0,
sphaerostilbe.ru,No,0,0,0,
spil46.ru,No,0,0,0,
splastsar.ru,No,0,0,0,
splenoblast.ru,No,0,0,0,
splitender-ptz.ru,No,0,0,0,
splore.ru,No,0,0,0,
sport-kstovo.ru,No,0,0,0,
sport-life7.ru,No,0,0,0,
sport-mati.ru,No,0,0,0,
sportamin.ru,No,0,0,0,
sportgalereya.ru,No,0,0,0,
sportliferf.ru,No,0,0,0,
sportmaska78.ru,No,0,0,0,
sportovarov.ru,No,0,0,0,
sportstroi.ru,No,0,0,0,
sportwatch-shop.ru,No,0,0,0,
sposobz.ru,No,0,0,0,
spotprod.ru,No,0,0,0,
spravka-ufa.ru,No,0,0,0,
spravka-v-chelyabinske.ru,No,0,0,0,
spravka-v-ekaterinburge.ru,No,0,0,0,
spravka-v-kazani.ru,No,0,0,0,
spravka-v-krasnodare.ru,No,0,0,0,
spravka-v-krasnoyarske.ru,No,0,0,0,
spravka-v-nizhnem-novgorode.ru,No,0,0,0,
spravka-v-novosibirske.ru,No,0,0,0,
spravka-v-omske.ru,No,0,0,0,
spravka-v-permi.ru,No,0,0,0,
spravka-v-rostove-na-donu.ru,No,0,0,0,
spravmedica.ru,No,0,0,0,
spurned.ru,No,0,0,0,
spwear.ru,No,0,0,0,
spzap.ru,No,0,0,0,
sraddha.ru,No,0,0,0,
srochnoavto.ru,No,0,0,0,
srochnozaluzi.ru,No,0,0,0,
ssdteam.ru,No,0,0,0,
ssgpp.ru,No,0,0,0,
ssqq.ru,No,0,0,0,
ssr-s.ru,No,0,0,0,
ssucc.ru,No,0,0,0,
st-44-fz.ru,No,0,0,0,
st-sovet.ru,No,0,0,0,
st076.ru,No,0,0,0,
stabletech.ru,No,0,0,0,
stabtech.ru,No,0,0,0,
stalburg.ru,No,0,0,0,
stan-teh.ru,No,0,0,0,
stand-tv.ru,No,0,0,0,
standart163.ru,No,0,0,0,
stanislavaleev.ru,No,0,0,0,
stankodon.ru,No,0,0,0,
staphylorrhaphy.ru,No,0,0,0,
star-epc.ru,No,0,0,0,
star-mill.ru,No,0,0,0,
starbk.ru,No,0,0,0,
stardollsgallery.ru,No,0,0,0,
starglasses.ru,No,0,0,0,
starinabyt.ru,No,0,0,0,
starscreator.ru,No,0,0,0,
start-home.ru,No,0,0,0,
start-time02.ru,No,0,0,0,
start-yourbusiness.ru,No,0,0,0,
startbk.ru,No,0,0,0,
startech-med.ru,Yes,0,0,0,
startupreviews.ru,No,0,0,0,
stat-rs.ru,No,0,0,0,
stavcelebrate.ru,No,0,0,0,
stavropol-profacademy.ru,No,0,0,0,
stavropol-profakademiya.ru,No,0,0,0,
steadiers.ru,No,0,0,0,
steamcornunity.ru,No,0,0,0,
steamdice.ru,Yes,0,0,0,
steammcommunity.ru,No,0,0,0,
steamsale24.ru,No,0,0,0,
stein-school.ru,No,0,0,0,
steklo13.ru,No,0,0,0,
stel-nv.ru,No,0,0,0,
stelko-light.ru,No,0,0,0,
stellagold.ru,No,0,0,0,
stels-bikes.ru,No,0,0,0,
stereofeed.ru,No,0,0,0,
stezhok23.ru,No,0,0,0,
sti-nk.ru,No,0,0,0,
stiebel-mos.ru,No,0,0,0,
stilizart.ru,No,0,0,0,
stimul-iphone.ru,No,0,0,0,
stiralka-djym.ru,Yes,0,4,7,
sto-formula.ru,No,0,0,0,
stolovoy.ru,No,0,0,0,
stomach-cancer.ru,No,0,0,0,
stomp3.ru,Yes,0,4,5,
stonecalc.ru,No,0,0,0,
stonicclub.ru,No,0,0,0,
stoniclub.ru,No,0,0,0,
stop-mz.ru,Yes,2,0,1,
stoptarakan.ru,No,0,0,0,
storefilewatch.ru,No,0,0,0,
storeinst4.ru,No,0,0,0,
stpmoda.ru,Yes,4,25,105,
strahovka-vozvrat.ru,No,0,0,0,
strategiya-den22.ru,No,0,0,0,
streakmarket.ru,No,0,0,0,
streamtip.ru,No,0,0,0,
strigli.ru,No,0,0,0,
strimdom-rf.ru,No,0,0,0,
strip-girls.ru,Yes,5,52,204,
striptiz23.ru,No,0,0,0,
strixblog.ru,No,0,0,0,
stroi-diskont.ru,No,0,0,0,
stroi-dom24.ru,No,0,0,0,
stroi-lider64.ru,No,0,0,0,
stroidom-rf.ru,No,0,0,0,
stroikabel.ru,No,0,0,0,
stroim-i-remontiruem.ru,No,0,0,0,
stroinas.ru,Yes,1,8,38,
stroiteli-ng.ru,No,0,0,0,
stroitelnyematerialy-ufa.ru,No,0,0,0,
strongforhotels.ru,No,0,0,0,
stronghorse.ru,No,0,0,0,
stroy-doma-legko.ru,Yes,0,0,0,
stroy-kp.ru,No,0,0,0,
stroygit.ru,Yes,0,1,4,
stroykazagorodom.ru,No,0,0,0,
stroyleks02.ru,No,0,0,0,
stroyleks16.ru,No,0,0,0,
stroyleks23.ru,No,0,0,0,
stroyleks24.ru,No,0,0,0,
stroyleks34.ru,No,0,0,0,
stroyleks36.ru,No,0,0,0,
stroyleks54.ru,No,0,0,0,
stroyleks55.ru,No,0,0,0,
stroyleks59.ru,No,0,0,0,
stroyleks61.ru,No,0,0,0,
stroyleks63.ru,No,0,0,0,
stroyleks64.ru,No,0,0,0,
stroyleks66.ru,No,0,0,0,
stroyleks74.ru,No,0,0,0,
stroylev.ru,No,0,0,0,
stroymaks96.ru,No,0,0,0,
stroymarket-opt.ru,No,0,0,0,
stroyremontdom.ru,No,0,0,0,
stroyremuprava.ru,No,0,0,0,
stroysklad54.ru,No,0,0,0,
stroyzacaz.ru,Yes,0,6,9,
struya-bobra.ru,No,0,0,0,
sts69.ru,No,0,0,0,
stud-smi.ru,No,0,0,0,
studio-sushi.ru,No,0,0,0,
studiochocolate.ru,No,0,0,0,
studnet.ru,Hide,0,0,0,
stunweb.ru,No,0,0,0,
stupinosvet.ru,No,0,0,0,
stutkakdc.ru,No,0,0,0,
stylebloom.ru,No,0,0,0,
stypid-test.ru,No,0,0,0,
subaru-sto.ru,No,0,0,0,
subaru-vlad.ru,No,0,0,0,
sublimati.ru,No,0,0,0,
subprodukti.ru,No,0,0,0,
subwayclub.ru,Yes,0,6,7,
success-partner.ru,No,0,0,0,
succiniferous.ru,No,0,0,0,
succinylsulphathiazo.ru,No,0,0,0,
succourer.ru,No,0,0,0,
sufferingly.ru,No,0,0,0,
suitaelectric.ru,No,0,0,0,
suitaelectronics.ru,No,0,0,0,
sukko-kvartira.ru,No,0,0,0,
sulfovinate.ru,No,0,0,0,
sumki-54.ru,No,0,0,0,
suncho.ru,No,0,0,0,
suncitytoys.ru,No,0,0,0,
sunlan-llc.ru,No,0,0,0,
sunnysand.ru,No,0,0,0,
sunpad.ru,No,0,0,0,
sunstarprom.ru,No,0,0,0,
suntsova24.ru,No,0,0,0,
suol.ru,No,0,0,0,
supbutparha.ru,No,0,0,0,
supdoyv.ru,No,0,0,0,
super--offer.ru,No,0,0,0,
super-amst2.ru,No,0,0,0,
superableness.ru,No,0,0,0,
superabraziv.ru,No,0,0,0,
superavtolikbez.ru,No,0,0,0,
supercheat.ru,No,0,0,0,
superiskra.ru,No,0,0,0,
superpomada.ru,No,0,0,0,
superselles8.ru,No,0,0,0,
supershary.ru,No,0,0,0,
superyandex.ru,No,0,0,0,
supremelaw.ru,Yes,0,3,4,
surtout.ru,No,0,0,0,
survfilter.ru,No,0,0,0,
sushiintempo.ru,No,0,0,0,
sushipizzawokodintsovo.ru,No,0,0,0,
suslovy.ru,No,0,0,0,
sustav-live.ru,No,0,0,0,
suvenirvpermi.ru,No,0,0,0,
suvorovprint.ru,Yes,0,0,6,
svadba-mag.ru,No,0,0,0,
svadba7.ru,No,0,0,0,
svaleno.ru,No,0,0,0,
svant.ru,No,0,0,0,
svargoin.ru,No,0,0,0,
svechi-rostov.ru,No,0,0,0,
svechirostov.ru,No,0,0,0,
svees.ru,No,0,0,0,
svet-prav.ru,No,0,0,0,
svetoch-kuvert.ru,No,0,0,0,
svetodiody24.ru,No,0,0,0,
svetodiodydom.ru,No,0,0,0,
svetpanel.ru,Yes,1,3,4,
svitter.ru,No,0,0,0,
svkexpert.ru,No,0,0,0,
svobodaotnarkotikov.ru,No,0,0,0,
svoi-sait-v-gelendgike.ru,No,0,0,0,
svoy-dizayn.ru,No,0,0,0,
svoydomufa.ru,No,0,0,0,
svoyelectrik.ru,No,0,0,0,
svoykusok.ru,No,0,0,0,
svr777.ru,No,0,0,0,
svscenter23.ru,No,0,0,0,
svsinvest.ru,No,0,0,0,
svstr.ru,No,0,0,0,
svtoch.ru,No,0,0,0,
sweet-angel.ru,No,0,0,0,
sweet-gerl.ru,No,0,0,0,
sweetpine.ru,Yes,1,21,102,
sweetykitty.ru,No,0,0,0,
swido.ru,No,0,0,0,
switchart.ru,No,0,0,0,
sybmeyf.ru,No,0,0,0,
sycosis.ru,No,0,0,0,
syfzait.ru,No,0,0,0,
symwyix.ru,No,0,0,0,
synergymarketing.ru,No,0,0,0,
synthesarium.ru,No,0,0,0,
sypvaor.ru,No,0,0,0,
syqdoul.ru,No,0,0,0,
syrika.ru,No,0,0,0,
sys-vent.ru,No,0,0,0,
system-control.ru,No,0,0,0,
system-otoplenie.ru,No,0,0,0,
systemscom.ru,Yes,0,4,4,
systemsforlive.ru,No,0,0,0,
systemsvik.ru,No,0,0,0,
szhbi.ru,No,0,0,0,
t-dv.ru,No,0,0,0,
t-pub.ru,No,0,0,0,
t4z.ru,No,0,0,0,
t5b.ru,No,0,0,0,
ta37.ru,No,0,0,0,
tabatsky.ru,No,0,0,0,
tabulka.ru,No,0,0,0,
taels.ru,No,0,0,0,
taichizen.ru,No,0,0,0,
tailloir.ru,No,0,0,0,
takeyourwatch.ru,No,0,0,0,
taksiski.ru,No,0,0,0,
tambovnews.ru,Yes,0,3,4,
tambr.ru,No,0,0,0,
tandem-dom.ru,No,0,0,0,
tandem-hotel.ru,No,0,0,0,
tandem-krasota.ru,No,0,0,0,
tandem-kvartira.ru,No,0,0,0,
tandurs.ru,No,0,0,0,
tangdom.ru,Yes,2,3,6,
tarama.ru,No,0,0,0,
tarotut.ru,No,0,0,0,
tarryingness.ru,No,0,0,0,
tasy-baby.ru,No,0,0,0,
tattoopesok.ru,No,0,0,0,
tatyanakareva.ru,No,0,0,0,
tauti.ru,Yes,0,3,5,
tavolatite.ru,No,0,0,0,
tawpiuq.ru,No,0,0,0,
taxi-100.ru,No,0,0,0,
taxi-agat.ru,No,0,0,0,
taxi-org.ru,No,0,0,0,
taxicrystal.ru,Yes,0,2,3,
tbeer.ru,No,0,0,0,
tc-c.ru,No,0,0,0,
tc-vidnoe.ru,No,0,0,0,
tcemen.ru,No,0,0,0,
tcmk71.ru,Yes,1,4,24,
td-arcuda.ru,No,0,0,0,
td-fermer.ru,No,0,0,0,
tdarseni.ru,No,0,0,0,
tdmach.ru,No,0,0,0,
tdssoc.ru,No,0,0,0,
tdtoytorg.ru,No,0,0,0,
tdv100.ru,No,0,0,0,
tdzmicron.ru,Yes,1,6,38,
tea-for-femily.ru,No,0,0,0,
tea-it.ru,No,0,0,0,
teaforever.ru,No,0,0,0,
teagrup.ru,No,0,0,0,
teatr34.ru,No,0,0,0,
teatrmetamorfoza.ru,No,0,0,0,
tec-avto.ru,Yes,0,0,3,
tech-poly.ru,No,0,0,0,
techagro21.ru,No,0,0,0,
techkrep-retail.ru,No,0,0,0,
techmodul24.ru,No,0,0,0,
techniser.ru,No,0,0,0,
techno-biz.ru,No,0,0,0,
technomedical.ru,No,0,0,0,
teekwest.ru,No,0,0,0,
teen-dating-advice.ru,No,0,0,0,
tehair.ru,No,0,0,0,
tehjama.ru,No,0,0,0,
tehnicheski.ru,Yes,0,3,7,
tehnika20let.ru,No,0,0,0,
tehno-fox.ru,No,0,0,0,
tehno-one.ru,Yes,6,55,882,
tehno-trast.ru,No,0,0,0,
tehnomontag.ru,No,0,0,0,
tehnosteel.ru,No,0,0,0,
tehnotorgg.ru,No,0,0,0,
teinteriors.ru,No,0,0,0,
tekhnosila-moskva.ru,No,0,0,0,
telegaertner.ru,No,0,0,0,
telephone-connect.ru,No,0,0,0,
telling-stories.ru,No,0,0,0,
temscrool.ru,No,0,0,0,
tenderperm.ru,No,0,0,0,
tenderplus21.ru,No,0,0,0,
tenebricose.ru,No,0,0,0,
teneva.ru,No,0,0,0,
tenistayadelux.ru,No,0,0,0,
tenix.ru,No,0,0,0,
tentcover.ru,No,0,0,0,
teocallis.ru,No,0,0,0,
teon-nn.ru,No,0,0,0,
teplo-voda-dom.ru,Yes,2,45,182,
teplocentr-magazin.ru,No,0,0,0,
teplodar-nn.ru,Hide,0,0,0,
teplomotor.ru,No,0,0,0,
teploplit5.ru,No,0,0,0,
teremklin.ru,No,0,0,0,
teremoksar.ru,No,0,0,0,
ternov-st.ru,No,0,0,0,
terradance.ru,No,0,0,0,
tertnakeddint.ru,No,0,0,0,
tes-mgsu.ru,No,0,0,0,
tesgas.ru,No,0,0,0,
tesn.ru,No,0,0,0,
tessonics.ru,No,0,0,0,
test-teaser.ru,No,0,0,0,
test47.ru,No,0,0,0,
testimrus.ru,No,0,0,0,
testsudbi.ru,No,0,0,0,
tetshop.ru,No,0,0,0,
tex-color-penza.ru,No,0,0,0,
texkraft.ru,No,0,0,0,
texnam.ru,No,0,0,0,
texnika-kompibit.ru,No,0,0,0,
texno-art.ru,No,0,0,0,
texnoritm.ru,No,0,0,0,
texnoyar.ru,No,0,0,0,
textil-doma.ru,No,0,0,0,
textil177.ru,No,0,0,0,
textiprom.ru,Yes,43,262,1343,
texturius.ru,No,0,0,0,
tey.ru,No,0,0,0,
tf-opt.ru,No,0,0,0,
tf2bonus.ru,No,0,0,0,
tgs-patent.ru,No,0,0,0,
thaicamp.ru,No,0,0,0,
thairichestate.ru,No,0,0,0,
thairichsystem.ru,No,0,0,0,
the-watch.ru,No,0,0,0,
thealmanach.ru,Yes,13,64,288,
thebestbets.ru,No,0,0,0,
theenglishtime.ru,No,0,0,0,
thefund.ru,No,0,0,0,
themill.ru,No,0,0,0,
thenanocase.ru,No,0,0,0,
theradio-on.ru,No,0,0,0,
thermoworks.ru,No,0,0,0,
thuis-kpn.ru,No,0,0,0,
tianda.ru,No,0,0,0,
tiande-murmansk.ru,No,0,0,0,
tiara777.ru,No,0,0,0,
tibimed.ru,No,0,0,0,
ticket4travel.ru,No,0,0,0,
ticketforme.ru,No,0,0,0,
ticketsforme.ru,No,0,0,0,
tiddoyf.ru,No,0,0,0,
tie-on.ru,No,0,0,0,
tierrapia.ru,No,0,0,0,
tigersteamweb.ru,No,0,0,0,
tiktoria.ru,No,0,0,0,
tildastudio.ru,No,0,0,0,
tilesforlife.ru,No,0,0,0,
time2u.ru,No,0,0,0,
timeinter.ru,No,0,0,0,
timemasters.ru,No,0,0,0,
timesmi.ru,No,0,0,0,
timrayp.ru,No,0,0,0,
tire-season.ru,No,0,0,0,
titan-gelkz.ru,No,0,0,0,
titaninfo.ru,No,0,0,0,
tk-lester.ru,No,0,0,0,
tkaniruna.ru,No,0,0,0,
tklehko.ru,No,0,0,0,
tkmig.ru,No,0,0,0,
tkspektor.ru,No,0,0,0,
tl-trans.ru,No,0,0,0,
tlk-mail.ru,No,0,0,0,
tlt163.ru,No,0,0,0,
tm-vns.ru,Yes,0,2,4,
tmcsoft.ru,No,0,0,0,
tmdetal76.ru,No,0,0,0,
tmndecor.ru,No,0,0,0,
tmnprint.ru,No,0,0,0,
tmtest.ru,No,0,0,0,
tnt-aznakaevo.ru,No,0,0,0,
to-mercedes.ru,No,0,0,0,
tobacco72.ru,No,0,0,0,
tochka-friday.ru,No,0,0,0,
tochka-pavshino.ru,No,0,0,0,
todayhunter.ru,No,0,0,0,
todaytime.ru,No,0,0,0,
todes-group.ru,No,0,0,0,
tok-tok.ru,No,0,0,0,
tokar-23.ru,No,0,0,0,
tokyoramen.ru,No,0,0,0,
tolkachev48.ru,No,0,0,0,
tolter.ru,No,0,0,0,
tommy-kids-sadik.ru,Yes,2,32,71,
tompolenenok.ru,No,0,0,0,
tomskgum.ru,No,0,0,0,
toner18.ru,No,0,0,0,
tonestyle.ru,No,0,0,0,
tonthowreftors.ru,No,0,0,0,
tonusvcentre.ru,Yes,0,6,7,
toolsboter.ru,No,0,0,0,
top-healths.ru,No,0,0,0,
top-sales2017.ru,No,0,0,0,
topaz07.ru,No,0,0,0,
topbestbuy.ru,No,0,0,0,
topdoctorsaward.ru,No,0,0,0,
topdoctorsawards.ru,No,0,0,0,
topmalish.ru,No,0,0,0,
topngk.ru,No,0,0,0,
topsales54.ru,No,0,0,0,
tor76.ru,No,0,0,0,
torand.ru,No,0,0,0,
torebek.ru,No,0,0,0,
torgovpr.ru,No,0,0,0,
tornado46.ru,No,0,0,0,
torswassforjec.ru,No,0,0,0,
tortkoffein.ru,No,0,0,0,
touchzap.ru,No,0,0,0,
touringeo.ru,No,0,0,0,
tournaire.ru,No,0,0,0,
tourver.ru,No,0,0,0,
tovar274.ru,No,0,0,0,
tovar29.ru,No,0,0,0,
tovarsert.ru,No,0,0,0,
tovary-dlya-sporta.ru,No,0,0,0,
towar-news.ru,No,0,0,0,
town-t.ru,No,0,0,0,
townlive.ru,No,0,0,0,
townpro.ru,No,0,0,0,
toxicvoidcraft.ru,No,0,0,0,
toy-sport.ru,Yes,7,38,150,
tparadise.ru,Yes,6,6,33,
tpk-mss.ru,No,0,0,0,
tpksfera.ru,No,0,0,0,
